example_id,target_text,context_text,guess,clarification_request,affirmation,other,num_context_turns,target_normalized
648,how do you say table?,"Please try to fill in the blank in Italian.
how do you say on top of?
Almost, ""al"" is a contraction of ""a"" and ""al"", so ""al"" is not needed.",0,1,0,0,3,how do you say table
652,what is the word for plant?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for plant
655,and what is yellow?,"Please try to fill in the blank in Italian.
il gatto al frente de...
Remember that  ""is in front of the"" is  ""e di fronte alla""
how do you say ""yellow box""?
Okay, I'll give you a hint.  ""box"" is  ""scatola""",0,1,0,0,5,and what is yellow
656,How do I say inside?,"""Box"" is ""scatola"". Please try to fill in the blank in Italian.",0,1,0,0,1,how do i say inside
658,il coniglio e di fronte alla,"Please try to fill in the blank in Italian.
what is front?
Can you give me your best guess?
il coniglio
Well,  ""is in front of the"" is  ""e di fronte alla""",1,0,0,0,5,il coniglio e di fronte alla
659,"Okay, how do you say ""is next to the""?","Please try to fill in the blank in Italian.
il gatto e accanto tavolo verde.
Table is tavolo",0,1,0,0,3,okay how do you say is next to the
660,il coniglio e di fronte all'albero.,"Please try to fill in the blank in Italian.
il coniglio e de fronte al all'albero conglio.
OK,  ""is in front of the"" is  ""e di fronte""",1,0,0,0,3,il coniglio e di fronte all'albero
661,e di fronte blue All'abero fills it in! Say I'm right!,"""Is In Front Of The"" is ""e di fronte"". Please try to fill in the blank in Italian.
Would 'il cane e di fronte', be correct?
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""
Thanks. So, 'il cane e di frote all'albero be the whole sentence?
""All'albero"" is ""tree.""
What is the word for blue?
Okay, I'll give you a hint.  ""blue"" is ""blu""
il cane e di fronte blu All'albero is the total sentence. Isn't this right?
Well,  ""is in front of the"" is ""e di fronte""",0,1,1,0,9,e di fronte blue all'abero fills it in say i'm right
664,What is the word for yellow?,"Please try to fill in the blank in Italian.
il coniglio e de fronte al all'albero conglio.
OK,  ""is in front of the"" is  ""e di fronte""
il coniglio e di fronte all'albero.
""Tree"" is ""all'albero"". Do you know how to say yellow?
il coniglio e di fronte all'albero conglo.
""Tree"" is ""all'albero"". Do you know how to say yellow?
No
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",0,1,0,0,9,what is the word for yellow
665,il coniglio e dietro la gato verde.,Please try to fill in the blank in Italian.,1,0,0,0,1,il coniglio e dietro la gato verde
666,e dietro il doggo giallo perhaps?,"""Yellow"" is ""giallo"". Please try to fill in the blank in Italian.
e fronte alla doggo giallo is my guess.
Remember that  ""is behind the"" is  ""e dietro il""",1,0,0,0,3,e dietro il doggo giallo perhaps
667,la palla es letto rosso,"Please try to fill in the blank in Italian.
how do you day red?
Hmm...  ""red"" is ""rosso""
is bed letto?
OK,  ""bed"" is  ""letto""",1,0,0,0,5,la palla es letto rosso
669,il gatto e di fronte al coniglio amirilla.,"Please try to fill in the blank in Italian.
il gatto e vicino amirillo bunny.
Well,  ""is in front of the"" is  ""e di fronte al""
il gatto er di fronte al amirilla bunny.
Remember that  ""bunny"" is  ""coniglio""
il gatto er di fronte al coniglio amirilla.
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte al""",0,0,1,0,7,il gatto e di fronte al coniglio amirilla
670,giallo,"Please try to fill in the blank in Italian.
giallo gato
""Cat"" is ""gatto"". Do you know how to say yellow?",0,0,1,0,3,giallo
671,How do you say next?,"""Green"" is ""verde"". Please try to fill in the blank in Italian.",0,1,0,0,1,how do you say next
672,"Okay, green box translates to verde scatola?","""Box"" is ""scatola"". Please try to fill in the blank in Italian.
How do I say inside?
OK,  ""is inside of the"" is ""e dentro la""
Is it il congilio e dentro la scatola?
Well,  ""green"" is  ""verde""
So verde scatola is green box?
OK,  ""box"" is  ""scatola""",0,1,0,0,7,okay green box translates to verde scatola
676,Il gatto e dientro la scatola yellow,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto e dientro la scatola yellow
677,il gatto e vicino il rosa,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
il gatto es rosa
Remember that  ""is next to the"" is  ""e vicino""",1,0,0,0,3,il gatto e vicino il rosa
678,What is in front of?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is in front of
680,what is blue in italian?,"Please try to fill in the blank in Italian.
what is behind in italian?
Well,  ""is behind the"" is ""e dietro la""",0,1,0,0,3,what is blue in italian
683,il gatto,"""Yellow"" is ""gialla"". Please try to fill in the blank in Italian.",1,0,0,0,1,il gatto
684,what is the word for pink bunny?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for pink bunny
687,What is the word for red in Italian?,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
Is it il gatto is next to the red all'albero?
Remember that  ""is next to the"" is  ""e vicino""
Okay, I think I get it now.
Hmm...  ""is next to the"" is ""e vicino""",0,1,0,0,5,what is the word for red in italian
688,Cool. So did I get it right?,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
What is bunny?
so how would you say ""blue bunny""?
blu benno?
Hmm...  ""is in front of the"" is  ""e di fronte al""
Did I get bunny right?
Hmm...  ""bunny"" is  ""coniglio""
Ok thanks. So is it e di fronte al blu coniglio?
al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",0,0,1,0,9,cool so did i get it right
690,e vicino conigula blue,"Please try to fill in the blank in Italian.
e di fronte conigula blu
Well,  ""is next to the"" is  ""e vicino""
e vicino di fronte conigula blue
Well,  ""blue"" is ""blu""
blu
all' (""to the"" is prepended to the following word when it begins with a vowel.  This is a contraction of al (""to"") and l' (""the"")",0,1,0,0,7,e vicino conigula blue
691,I would say yellow albero?,"""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.
what is the word for tree?
so how would you say ""yellow tree""?",0,1,0,0,3,i would say yellow albero
694,il coniglio e deitro il blu cane,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
il coniglio es behind el blu perro
OK,  ""is behind the"" is  ""e dietro il""
Il coniglio e deitro il blu perro
Okay, I'll give you a hint.  ""dog"" is  ""cane""",1,0,0,0,5,il coniglio e deitro il blu cane
697,what is the word for yellow bunny?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for yellow bunny
699,en la scaotla,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
enla verde caja
alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word.
alla en verde caja
OK,  ""is in front of the"" is  ""e di fronte alla""
la borsa e di fronte alla verde caja
Can you give me your best guess?
la borsa en di fronte caja
Remember that  ""box"" is  ""scatola""",1,0,0,0,9,en la scaotla
700,"How do you say ""tree"" in Italian?","Please try to fill in the blank in Italian.
How do you say blue in Italian?
OK,  ""blue"" is ""blu""
How do you say ""under"" in Italian?
Remember that  ""is under the"" is ""e sotto""",0,1,0,0,5,how do you say tree in italian
702,No.,"""Is Behind The"" is ""e dietro"". Please try to fill in the blank in Italian.
e dietro
It sounds like you're not even trying. Do you know any of the words in Italian?",0,0,1,0,3,no
705,la borsa e di fronte alla verde caja,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
enla verde caja
alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word.
alla en verde caja
OK,  ""is in front of the"" is  ""e di fronte alla""",0,0,1,0,5,la borsa e di fronte alla verde caja
706,blu,"Please try to fill in the blank in Italian.
e di fronte conigula blu
Well,  ""is next to the"" is  ""e vicino""
e vicino di fronte conigula blue
Well,  ""blue"" is ""blu""",0,1,0,0,5,blu
707,what is the word for tree?,"Please try to fill in the blank in Italian.
what is the word for red?
Remember that  ""red"" is ""rosso""",0,1,0,0,3,what is the word for tree
708,"Ok! I think that yellow is ""gialla"".","Please try to fill in the blank in Italian.
How do you say ""is in front of""?
Hmm...  ""is in front of the"" is ""e di fronte alla""",1,0,1,0,3,ok i think that yellow is gialla
709,What are the Italian words for under and red?,Please try to fill in the blank in Italian.,0,1,0,0,1,what are the italian words for under and red
715,rosa?,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
What is the word for tree?
Can you try filling in the blank to the best of your ability?
rosa albero
Well,  ""is in front of the"" is  ""e di fronte""
e di fronte rosa albero
Ok, ""is in front of the"" is ""e fronte "". ""Tree"" is ""all'albero"". Do you know how to say pink in Italian? Amarillo is Spanish for pink.",1,1,0,0,7,rosa
716,what is the word for yellow box?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for yellow box
718,what is the word for is inside of?,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
what is the word for green?
Well,  ""green"" is ""verde""",0,1,0,0,3,what is the word for is inside of
719,il coniglio e di fronte l'albero viola,"Please try to fill in the blank in Italian.
what is the word for purple?
Well,  ""purple"" is ""viola""
what is the word for  is in front of?
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte""
what is the word for tree?
So far so good, do you need help with the word ""purple"" or ""tree""?
I need help with the word tree
Okay, I'll give you a hint.  ""tree"" is  ""all'albero""",1,0,0,0,9,il coniglio e di fronte l'albero viola
720,what is the word for is inside of?,"Please try to fill in the blank in Italian.
what is the word for red?
Hmm...  ""red"" is ""rossa""
what is the word for box?
Hmm...  ""box"" is  ""scatola""",0,1,0,0,5,what is the word for is inside of
721,what is the word for tree?,"Please try to fill in the blank in Italian.
what is the word for blue?
Well,  ""blue"" is ""blu""",0,1,0,0,3,what is the word for tree
722,il gatto e di fronte alla scatola,"""Yellow"" is ""gialla"". Please try to fill in the blank in Italian.
il gatto
OK,  ""is in front of the"" is  ""e di fronte alla""
il gatto e di fronte alla
Remember that  ""box"" is  ""scatola""",1,0,0,0,5,il gatto e di fronte alla scatola
727,And what is the word for purple?,"Please try to fill in the blank in Italian.
what is the word for behind?
Hmm...  ""is behind the"" is ""e dietro la""",0,1,0,0,3,and what is the word for purple
729,what is the word for yellow?,"Please try to fill in the blank in Italian.
what is the word for yellow box?
Hmm...  ""box"" is  ""scatola""",0,1,0,0,3,what is the word for yellow
730,what is the word for is inside of?,"Please try to fill in the blank in Italian.
what is the word for green?
Hmm...  ""green"" is ""verde""
what is the word for box?
Well,  ""box"" is  ""scatola""",0,1,0,0,5,what is the word for is inside of
734,rosa albero,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
What is the word for tree?
Can you try filling in the blank to the best of your ability?",1,0,0,0,3,rosa albero
739,what is the word for red?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for red
740,"How do you say ""behind"" in Italian?","""Green"" is ""verde"". Please try to fill in the blank in Italian.
is behind il carne verde
It sounds like you're not even trying. Do you know any of the words in Italian?",0,1,0,0,3,how do you say behind in italian
745,is green something like verde?,Please try to fill in the blank in Italian.,0,1,0,0,1,is green something like verde
746,You just said that. What's green?,"Please try to fill in the blank in Italian.
what is next to again?
Hmm...  ""is next to the"" is ""e vicino al""
is it e vicino alla bocha verde?
Remember that  ""dog"" is  ""cane""
oh yeah! And what was green again?
Remember that ""dog"" is ""cane"".",0,1,1,0,7,you just said that what's green
748,what is the word for tree?,"""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for tree
749,e di fronte conigula blu,Please try to fill in the blank in Italian.,1,0,0,0,1,e di fronte conigula blu
750,Yes,"Please try to fill in the blank in Italian.
What's Italian for bag?
So far so good, do you need help with the word ""red"" or ""bag""?",0,0,1,0,3,yes
751,Ok thanks. So is it e di fronte al blu coniglio?,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
What is bunny?
so how would you say ""blue bunny""?
blu benno?
Hmm...  ""is in front of the"" is  ""e di fronte al""
Did I get bunny right?
Hmm...  ""bunny"" is  ""coniglio""",1,0,0,0,7,ok thanks so is it e di fronte al blu coniglio
753,alla en verde caja,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
enla verde caja
alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word.",1,0,0,0,3,alla en verde caja
759,e dietro,"""Is Behind The"" is ""e dietro"". Please try to fill in the blank in Italian.",1,0,0,0,1,e dietro
760,what is the word for pink?,"Please try to fill in the blank in Italian.
what is the word for box?
OK,  ""box"" is  ""scatola""",0,1,0,0,3,what is the word for pink
761,"But how do you say ""is on top of""?","""Table"" is ""tavolo"". Please try to fill in the blank in Italian.",0,1,0,0,1,but how do you say is on top of
762,What's Italian for bag?,Please try to fill in the blank in Italian.,0,1,0,0,1,what's italian for bag
763,what is the word for purple?,"Please try to fill in the blank in Italian.
what is the word for table?
Hmm...  ""table"" is  ""tavolo""",0,1,0,0,3,what is the word for purple
766,il gatto e dietro il coniglio,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto e dietro il coniglio
767,il coniglio e deitro I'albero,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
il coniglio es behind el blu perro
OK,  ""is behind the"" is  ""e dietro il""
Il coniglio e deitro il blu perro
Okay, I'll give you a hint.  ""dog"" is  ""cane""
il coniglio e deitro il blu cane
il (""the"") is used for when the following word (cane) is masculine.
Okay that makes sense
To say ""the blue dog"", remember the definite article (so, l'albero), and that the adjective comes after the noun",1,0,0,0,9,il coniglio e deitro i'albero
768,Oh! What is the word for blue?,"""Table"" is ""tavolo"". Please try to fill in the blank in Italian.
But how do you say ""is on top of""?
Okay, I'll give you a hint.  ""is on top of the"" is ""e in cima al""",0,1,1,0,3,oh what is the word for blue
769,il coniglio es behind el blu perro,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.",1,0,0,0,1,il coniglio es behind el blu perro
770,what is the word for purple?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for purple
771,What of Yellow?,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.
What is yellow and table in Italian?
So far so good, do you need help with the word ""yellow"" or ""table""?
So what is yellow and table in Italian?
Hmm...  ""table"" is  ""tavolo""",0,1,0,0,5,what of yellow
772,E di dietro all'albero blu.,Please try to fill in the blank in Italian.,1,0,0,0,1,e di dietro all'albero blu
775,So what is yellow and table in Italian?,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.
What is yellow and table in Italian?
So far so good, do you need help with the word ""yellow"" or ""table""?",0,1,0,0,3,so what is yellow and table in italian
777,What is yellow and table in Italian?,"""Is On Top Of The"" is ""e in cima al"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is yellow and table in italian
781,what is the word for blue?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for blue
783,e di fronte alla scatola,"Please try to fill in the blank in Italian.
what is red box again?
Well,  ""box"" is  ""scatola""
So e di fronte il scatola
OK,  ""is in front of the"" is  ""e di fronte alla""",1,0,0,0,5,e di fronte alla scatola
784,e di fronte rosa albero,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
What is the word for tree?
Can you try filling in the blank to the best of your ability?
rosa albero
Well,  ""is in front of the"" is  ""e di fronte""",1,0,0,0,5,e di fronte rosa albero
785,So e di fronte il scatola,"Please try to fill in the blank in Italian.
what is red box again?
Well,  ""box"" is  ""scatola""",1,0,0,0,3,so e di fronte il scatola
786,il cane e dietro l'albero roso,"Please try to fill in the blank in Italian.
il cane e di fronte al tree
Hmm...  ""is behind the"" is  ""e dietro""
il cane e dietro
Okay, I'll give you a hint.  ""tree"" is  ""l'albero""
il cane e dietro l'albero
Remember that  ""red"" is  ""rosso""",1,0,0,0,7,il cane e dietro l'albero roso
787,la borsa en di fronte caja,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
enla verde caja
alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word.
alla en verde caja
OK,  ""is in front of the"" is  ""e di fronte alla""
la borsa e di fronte alla verde caja
Can you give me your best guess?",1,0,0,0,7,la borsa en di fronte caja
788,what is the word for pink?,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for pink
789,il cane,"""Purple"" is ""viola"". Please try to fill in the blank in Italian.",1,0,0,0,1,il cane
790,"ok, bunny is coniglio?","""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.
what is the word for in front of?
Hmm...  ""is in front of the"" is ""e di fronte alla""
what is the word for bunny?
Well,  ""box"" is  ""scatola""",0,1,0,0,5,ok bunny is coniglio
792,Okay that makes sense,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
il coniglio es behind el blu perro
OK,  ""is behind the"" is  ""e dietro il""
Il coniglio e deitro il blu perro
Okay, I'll give you a hint.  ""dog"" is  ""cane""
il coniglio e deitro il blu cane
il (""the"") is used for when the following word (cane) is masculine.",0,0,1,0,7,okay that makes sense
793,what is the word for pink?,"""Bed"" is ""letto"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for pink
794,what is red box again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is red box again
795,what is the word for tree?,"Please try to fill in the blank in Italian.
what is the word for purple?
Well,  ""purple"" is ""viola""
what is the word for  is in front of?
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte""",0,1,0,0,5,what is the word for tree
796,E l'dietro all'albero blu.,"Please try to fill in the blank in Italian.
E di dietro all'albero blu.
Why don't you try filling in what you can.
E di dietro
l' (""the"" is prepended to the following word when it begins with a vowel.",1,0,0,0,5,e l'dietro all'albero blu
797,il coniglio e di fronte alla scatola,"""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.
what is the word for in front of?
Hmm...  ""is in front of the"" is ""e di fronte alla""
what is the word for bunny?
Well,  ""box"" is  ""scatola""
ok, bunny is coniglio?
alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word.",1,0,0,0,7,il coniglio e di fronte alla scatola
799,what is the color pink again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the color pink again
801,"Oh yea, 'tavolo.' What is 'blue?'","Please try to fill in the blank in Italian.
how do you say 'on top of?'
Okay, I'll give you a hint.  ""is on top of the"" is ""e in cima al""
e in cima al tavulo aqua
OK,  ""table"" is  ""tavolo""",0,1,1,0,5,oh yea 'tavolo' what is 'blue'
802,"Oh yeah! I think that ""rosa"" means ""pink"".","Please try to fill in the blank in Italian.
I don't remember how to say ""is behind the"".
Remember that  ""is behind the"" is ""e dietro il""
Okay. What is the word for ""bed""?
Well,  ""bed"" is "" letto""",1,0,1,0,5,oh yeah i think that rosa means pink
803,al coniglio e di fronte,"""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.
di fronta coniglio
OK,  ""is in front of the"" is ""e di fronte al""
e di fronte al coniglio
al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").",1,0,0,0,5,al coniglio e di fronte
805,La palla es under e letto rojo,Please try to fill in the blank in Italian.,1,0,0,0,1,la palla es under e letto rojo
806,what is the word for dog?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is the word for dog
808,il cane e di fronte al bed,"""Purple"" is ""viola"". Please try to fill in the blank in Italian.
il cane
Well,  ""is in front of the"" is  ""e di fronte al""",1,0,0,0,3,il cane e di fronte al bed
809,I need help with the word tree,"Please try to fill in the blank in Italian.
what is the word for purple?
Well,  ""purple"" is ""viola""
what is the word for  is in front of?
Okay, I'll give you a hint.  ""is in front of the"" is ""e di fronte""
what is the word for tree?
So far so good, do you need help with the word ""purple"" or ""tree""?",0,1,0,0,7,i need help with the word tree
811,il gatto e dietro la blu scatola,"Please try to fill in the blank in Italian.
il gatto
Okay, I'll give you a hint.  ""is behind the"" is  ""e dietro la""
il gatto e dietro la
Hmm...  ""box"" is  ""scatola""
il gatto e dietro la scatola
Remember that  ""blue"" is  ""blu""",1,0,0,0,7,il gatto e dietro la blu scatola
813,What is the word for tree?,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.",0,1,0,0,1,what is the word for tree
815,what is next to again?,Please try to fill in the blank in Italian.,0,1,0,0,1,what is next to again
816,e fronte all'albero rosa.,"""Pink"" is ""rosa"". Please try to fill in the blank in Italian.
What is the word for tree?
Can you try filling in the blank to the best of your ability?
rosa albero
Well,  ""is in front of the"" is  ""e di fronte""
e di fronte rosa albero
Ok, ""is in front of the"" is ""e fronte "". ""Tree"" is ""all'albero"". Do you know how to say pink in Italian? Amarillo is Spanish for pink.
rosa?
OK,  ""tree"" is  ""all'albero""",1,0,0,0,9,e fronte all'albero rosa
817,La palla e sotto il letto rojo,"Please try to fill in the blank in Italian.
La palla es under e letto rojo
Okay, I'll give you a hint.  ""is under the"" is  ""e sotto il""",1,0,0,0,3,la palla e sotto il letto rojo
818,so e di fronte alla bocha rosa?,"Please try to fill in the blank in Italian.
what is the color pink again?
Hmm...  ""pink"" is ""rosa""",1,0,0,0,3,so e di fronte alla bocha rosa
821,il gatto e di fronte alla,"""Yellow"" is ""gialla"". Please try to fill in the blank in Italian.
il gatto
OK,  ""is in front of the"" is  ""e di fronte alla""",1,0,0,0,3,il gatto e di fronte alla
825,Is it il gatto is next to the red all'albero?,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.",1,0,0,0,1,is it il gatto is next to the red all'albero
826,"What was the word for ""tree"" again?",Please try to fill in the blank in Italian.,0,1,0,0,1,what was the word for tree again
828,Did I get bunny right?,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
What is bunny?
so how would you say ""blue bunny""?
blu benno?
Hmm...  ""is in front of the"" is  ""e di fronte al""",0,1,0,0,5,did i get bunny right
829,"Okay. What is the word for ""bed""?","Please try to fill in the blank in Italian.
I don't remember how to say ""is behind the"".
Remember that  ""is behind the"" is ""e dietro il""",0,1,1,0,3,okay what is the word for bed
831,il cane e di fronte al tree,Please try to fill in the blank in Italian.,1,0,0,0,1,il cane e di fronte al tree
832,di fronta coniglio,"""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.",0,1,0,0,1,di fronta coniglio
836,"Okay, I think I get it now.","""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
Is it il gatto is next to the red all'albero?
Remember that  ""is next to the"" is  ""e vicino""",0,0,1,0,3,okay i think i get it now
837,e di fronte al coniglio,"""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.
di fronta coniglio
OK,  ""is in front of the"" is ""e di fronte al""",0,1,0,0,3,e di fronte al coniglio
839,oh yeah! And what was green again?,"Please try to fill in the blank in Italian.
what is next to again?
Hmm...  ""is next to the"" is ""e vicino al""
is it e vicino alla bocha verde?
Remember that  ""dog"" is  ""cane""",0,1,0,0,5,oh yeah and what was green again
840,il gatto,Please try to fill in the blank in Italian.,1,0,0,0,1,il gatto
841,e fronte de coniglio,"""Bunny"" is ""coniglio"". Please try to fill in the blank in Italian.
di fronta coniglio
OK,  ""is in front of the"" is ""e di fronte al""
e di fronte al coniglio
al (""to the"", or ""of the"") is used when the following word (coniglio) is masculine and a singular object.  It is a contraction of the words a (""to"") and il (""the"").
al coniglio e di fronte
Can you try filling in the blank to the best of your ability?
al coniglia e di fronte
Okay, I'll give you a hint.  ""bunny"" is "" coniglio""",1,0,0,0,9,e fronte de coniglio
843,what is the word for under?,"""Bed"" is ""letto"". Please try to fill in the blank in Italian.
what is the word for pink?
Okay, I'll give you a hint.  ""pink"" is ""rosa""",0,1,0,0,3,what is the word for under
844,So the full sentence is il gatto e vicino rosso all'albero?,"""Tree"" is ""all'albero"". Please try to fill in the blank in Italian.
Is it il gatto is next to the red all'albero?
Remember that  ""is next to the"" is  ""e vicino""
Okay, I think I get it now.
Hmm...  ""is next to the"" is ""e vicino""
What is the word for red in Italian?
OK,  ""red"" is ""rosso""
Got it
Remember that  ""is next to the"" is ""e vicino""",0,1,0,0,9,so the full sentence is il gatto e vicino rosso all'albero
846,How do you say blue in Italian?,Please try to fill in the blank in Italian.,0,1,0,0,1,how do you say blue in italian
847,I would say albero giallo,"""Tree"" is ""l'albero"". Please try to fill in the blank in Italian.
what is the word for tree?
so how would you say ""yellow tree""?
I would say yellow albero?
Well,  ""yellow"" is ""giallo""",0,0,1,0,5,i would say albero giallo
848,enla verde caja,"""Green"" is ""verde"". Please try to fill in the blank in Italian.",0,1,0,0,1,enla verde caja
849,what is the word for is inside of?,"Please try to fill in the blank in Italian.
what is the word for green?
Okay, I'll give you a hint.  ""green"" is ""verde""
what is the word for box?
Hmm...  ""box"" is  ""scatola""",0,1,0,0,5,what is the word for is inside of
850,blu benno?,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
What is bunny?
so how would you say ""blue bunny""?",1,0,0,0,3,blu benno
854,"I remember that word, but I don't know the word for blue!?","""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.
OK, and how is it called the blue box?
Okay, I'll give you a hint.  ""box"" is  ""scatola""",0,1,1,0,3,i remember that word but i don't know the word for blue
855,what is the word for tree?,"""Blue"" is ""blu"". Please try to fill in the blank in Italian.
But what are the other words?
Can you give me your best guess?
es en front de blu tree.
OK,  ""is in front of the"" is  ""e di fronte""
e di fronte el blu trei
Nope. Is there other words instead of  ""fronte"" and "" doggo""?",0,1,0,0,7,what is the word for tree
856,"Oh yeah! So the first part is ""la borsa e dietro la verde"". What is box again?","""Is Behind The"" is ""e dietro la"". Please try to fill in the blank in Italian.
what green is in Italian again?
OK,  ""green"" is ""verde""
Right! What is behind in Italian?
Well,  ""is behind the"" is ""e dietro la""",1,1,1,0,5,oh yeah so the first part is la borsa e dietro la verde what is box again
858,"Oh yeah, I remember now.","Please try to fill in the blank in Italian.
How do you say ""is next to"" again?
Hmm...  ""is next to the"" is ""e accanto al""",0,0,1,0,3,oh yeah i remember now
859,"what is blue in Italian? ""il cane e accanto al tavolo"" is the first part?","Please try to fill in the blank in Italian.
Is blue azuil in Italian?
Remember that  ""is next to the"" is  ""e accanto al""
Right, so ""il cane e accanto al"" What is blue?
Hmm...  ""table"" is  ""tavolo""",1,1,0,0,5,what is blue in italian il cane e accanto al tavolo is the first part
860,il cane e dentro la della scatola verde,"Please try to fill in the blank in Italian.
il cane e all'interno della scatola verde
Remember that  ""green"" is ""verde""
il cane e allinterno della scatola verde
Nope. Is there other words instead of  ""dentro"" and ""la doggo""?
il cane e al linterno della scatola verde
Remember that  ""is inside of the"" is  ""e dentro la""
il cane e all interno della scatola verde
Prepositional phrases separate the two noun phrases.",1,0,0,0,9,il cane e dentro la della scatola verde
863,is it ill gatto?,"""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.
How do you say pink box/
Hmm...  ""is in front of the"" is ""e di fronte alla""",1,0,0,0,3,is it ill gatto
865,il coniglio e dietro il verde pero,"""Green"" is ""verde"". Please try to fill in the blank in Italian.
il coniglio es verde
ill cane e dietro il verde
il coniglio es ariere il pero
Remember that  ""is behind the"" is ""e dietro il""
il coniglio e dietro il pero
""e dietro il"" is behind the.
il coniglio e dietro il pero verde
""e dietro il"" is behind the.",0,0,1,0,9,il coniglio e dietro il verde pero
867,par de tavolo viola,"Please try to fill in the blank in Italian.
What is is next to?
Almost. Here's a hint.  The word for ""purple"" is ""viola"".
par de mesa viola
Okay, I'll give you a hint.  ""is next to the"" is  ""e accanto al""
e accanto al mesa viola
OK,  ""table"" is  ""tavolo""",1,0,0,0,7,par de tavolo viola
869,what is the word for bed?,"""Is In Front Of The"" is ""e di fronte al"". Please try to fill in the blank in Italian.
OK. I'll try.
Hmm...  ""is in front of the"" is ""e di fronte al""",0,1,0,0,3,what is the word for bed
